Guess1,Guess2,Probability
140/5=28,63-7*9=0,0.5151498053376968
51+36=87,62-19=43,0.5151498053376968
1*42/6=7,8+9/-3=5,0.5151498053376967
60-53=+7,8*01/2=4,0.5151498053376967
24/3*1=8,85+-79=6,0.5151498053376966
-27+36=9,1/5*40=8,0.5151498053376965
020-6=14,8*9+3=75,0.5151498053376965
3*029=87,4-+6/2=1,0.5151498053376965
-5+31=26,4987*0=0,0.5151498053376963
02+7*1=9,85-39=46,0.5151498053376962
27+19=46,59-21=38,0.5151498053376962
7+5-6=06,8*9/3=24,0.5151498053376962
2187*0=0,45/3-9=6,0.515149805337696
40+-37=3,8/6*9=12,0.515149805337696
4/20*5=1,93-+86=7,0.5151498053376959
2/1*9=18,6-7+04=3,0.5151498053376958
37+05=42,8-18/9=6,0.5151498053376958
1*5-3=+2,483/69=7,0.5151498053376957
80-54=26,72-19=53,0.5151498053376957
0*3951=0,72-+64=8,0.5151498053376956
18/9+5=7,3462*0=0,0.5151498053376956
28*1/4=7,5-3+4=06,0.5151498053376956
+76/4=19,2385*0=0,0.5151498053376955
4*6+1=25,8-0/39=8,0.5151498053376955
43-28=15,63/9+0=7,0.5151498053376955
74*4=296,8/1-+5=3,0.5151498053376955
+54/18=3,90-63=27,0.5151498053376954
+67-8=59,1432*0=0,0.5151498053376954
0/1962=0,5+8*4=37,0.5151498053376954
3-0/84=3,9*7+2=65,0.515149805337695
46-39=+7,5*4/2=10,0.515149805337695
-47+50=3,12/8*6=9,0.5151498053376949
24/3=+08,7*9-2=61,0.5151498053376949
3/+1*3=9,62-058=4,0.5151498053376947
43-15=28,63/7=+09,0.5151498053376946
3-0/69=3,4+7*2=18,0.5151498053376945
12/+04=3,79-85=-6,0.5151498053376944
071-62=9,3+5*9=48,0.5151498053376943
2+6-3=05,7/14*8=4,0.5151498053376943
63*8=504,9/1-2=+7,0.5151498053376942
7*+12=84,9-06/3=7,0.5151498053376942
7*012=84,9-+6/3=7,0.5151498053376942
1*9-3=+6,504/72=7,0.5151498053376941
5+2/01=7,9*8-68=4,0.5151498053376941
19-4=+15,78/3=026,0.5151498053376938
4-12/3=0,85-76=+9,0.5151498053376938
2+7-01=8,9*4/1=36,0.5151498053376937
5*+1-2=3,68/04=17,0.5151498053376937
+73-5=68,1492*0=0,0.5151498053376933
6-3*5=-9,72/18=+4,0.5151498053376932
60-52=+8,9*7/63=1,0.5151498053376932
74/02=37,91-86=+5,0.5151498053376932
053-47=6,9*8/72=1,0.5151498053376931
41-39=+2,8-56/7=0,0.5151498053376931
41+28=69,56-19=37,0.5151498053376931
27*1/9=3,6+04-2=8,0.5151498053376928
+0/938=0,62-17=45,0.5151498053376927
+57-9=48,0*2613=0,0.5151498053376927
3-02+4=5,9*8/1=72,0.5151498053376927
68/17=+4,9-0*32=9,0.5151498053376927
8+2*1=10,9-35/7=4,0.5151498053376926
-3+72=69,5/1*8=40,0.5151498053376924
05+4-6=3,8/72*9=1,0.5151498053376924
2-9+15=8,6*02/4=3,0.5151498053376924
90-38=52,47+18=65,0.5151498053376922
3*4/6=02,95+-88=7,0.5151498053376921
32+17=49,81-45=36,0.515149805337692
0/8574=0,9+6-12=3,0.5151498053376918
45+-8=37,9/12*8=6,0.5151498053376913
+841*0=0,97-65=32,0.5151498053376911
28/+04=7,9*3-1=26,0.5151498053376908
90-52=38,68-27=41,0.5151498053376907
24/4*1=6,90+-87=3,0.5151498053376906
0/56*2=0,79-41=38,0.5151498053376905
2*4/8=+1,90-56=34,0.5151498053376905
1*24/3=8,9+7-10=6,0.5151498053376902
3*5+6=21,9-72/8=0,0.5151498053376902
9*8/3=24,97-46=51,0.5151498053376901
1-0*75=1,96/48=+2,0.51514980533769
0+42/7=6,9*3-8=19,0.5151498053376896
29-23=+6,5/1*8=40,0.5151498053376887
8/04+1=3,96-75=21,0.5151498053376884
41+27=68,93-41=52,0.5151498053376874
4+5-02=7,6*12/9=8,0.5150933814816975
22-7*3=1,54/+9=06,0.5150933814816971
2-0*61=2,4+35/7=9,0.515093381481697
012*7=84,35-+29=6,0.5150933814816963
13+0-7=6,52*9=468,0.5150933814816957
2+6-03=5,4*7/1=28,0.5150933814816955
5*2-04=6,81/+3=27,0.5150933814816953
4*02/1=8,67+-58=9,0.5150933814816951
10/5*2=4,16+73=89,0.515093381481695
0*95+1=1,42/3-6=8,0.5150933814816949
2+3/01=5,7*8-47=9,0.5150933814816949
36-+27=9,410/5=82,0.5150933814816948
0-9+16=7,252/3=84,0.5150933814816946
18/2-4=5,7+0*69=7,0.5150933814816945
4/1+4=08,5*6-27=3,0.5150933814816945
6/03*2=4,7+9-15=1,0.5150933814816943
7/01-4=3,8+6*9=62,0.5150933814816943
57-+49=8,6/3/2=01,0.5150933814816939
3*8/1=24,8+05-7=6,0.5150933814816937
-49+57=8,3/6*2=01,0.5150933814816936
+12/04=3,8*9-65=7,0.5150933814816936
17*2=+34,6-0/89=6,0.5150933814816936
267/3=89,4-1+05=8,0.5150933814816936
6-5/1=01,7+8*4=39,0.5150933814816936
-9+84=75,3*2*01=6,0.5150933814816934
-6+59=53,1*8/02=4,0.515093381481693
1-0/42=1,3+8*7=59,0.515093381481693
6*8/4=12,7-5+3=05,0.5150933814816929
5*8/10=4,79-73=+6,0.5150933814816928
2-06+8=4,57/19=03,0.5150933814816927
3592*0=0,48/6-1=7,0.5150933814816927
0+4*8=32,56/7+1=9,0.5150933814816924
063-9=54,28/4*1=7,0.5150933814816923
2*4-05=3,76/4=+19,0.5150933814816923
261/87=3,5+08-9=4,0.5150933814816923
3+54/9=9,8*2-10=6,0.5150933814816919
1/8*48=6,5+7-09=3,0.5150933814816918
1+9*3=28,5-7/7=04,0.5150933814816918
3+-4*0=3,582/6=97,0.5150933814816918
32/4*1=8,74-69=+5,0.5150933814816918
27/+9=03,8*5-6=34,0.5150933814816917
56+23=79,43-15=28,0.5150933814816916
+6/2*1=3,84-79=05,0.5150933814816915
051-2=49,6*13=+78,0.5150933814816914
02*7-5=9,48/3=+16,0.5150933814816911
1+63/9=8,4-0*25=4,0.5150933814816911
28+15=43,46-27=19,0.5150933814816911
18+25=43,56-19=37,0.515093381481691
+81-72=9,0*5364=0,0.5150933814816909
08*12=96,4+-7/7=3,0.5150933814816908
083+8=91,52/4-7=6,0.5150933814816908
09+1-7=3,52*8=416,0.5150933814816908
29+31=60,45/3-8=7,0.5150933814816908
38/19=+2,7-65*0=7,0.5150933814816908
3/01*2=6,57-9=+48,0.5150933814816907
25-6*4=1,87/029=3,0.5150933814816906
1/2*6=+3,84-05=79,0.5150933814816905
08-6/2=5,59*7=413,0.5150933814816904
6/2*1=03,84+-9=75,0.5150933814816903
05+4-3=6,89*8=712,0.5150933814816901
50-7=+43,9*18=162,0.5150933814816901
0-3+1=-2,94*7=658,0.51509338148169
24+61=85,56-37=19,0.5150933814816899
60+-53=7,72*1/9=8,0.5150933814816899
1*24/8=3,7+6-4=09,0.5150933814816898
19*+3=57,6-0/84=6,0.5150933814816897
-1++5=04,89*3=267,0.5150933814816896
076/2=38,5-9*1=-4,0.5150933814816896
4-0/38=4,7+6*2=19,0.5150933814816895
06+6/2=9,4*5-3=17,0.5150933814816894
2571*0=0,36/9+4=8,0.5150933814816893
7+6*4=31,80/5-7=9,0.5150933814816893
0/8345=0,71-+69=2,0.5150933814816891
60-29=31,82-37=45,0.5150933814816891
14+-8=06,3*9/1=27,0.515093381481689
8*7-50=6,9*4/12=3,0.515093381481689
+78/39=2,41-35=06,0.5150933814816889
05+4*1=9,65-38=27,0.5150933814816889
21+63=84,9/57*0=0,0.5150933814816889
06-1*5=1,87/+3=29,0.5150933814816888
430/86=5,9-2*1=+7,0.5150933814816888
+57-9=48,6/02*1=3,0.5150933814816887
07+75=82,4/36*9=1,0.5150933814816887
3/+2*4=6,59-51=08,0.5150933814816886
+36-7=29,8/4*5=10,0.5150933814816884
08+2-3=7,9/54*6=1,0.5150933814816884
05+7-4=8,192/6=32,0.5150933814816883
18/+2=09,33-4*7=5,0.5150933814816883
42/+07=6,9*6-1=53,0.5150933814816883
7-2*+3=1,96*5=480,0.5150933814816883
+01-5=-4,89*3=267,0.5150933814816882
+27-19=8,0*5463=0,0.5150933814816882
0/79*6=0,43-15=28,0.5150933814816882
04+2/1=6,59-7*8=3,0.5150933814816882
3*12=+36,84-9=075,0.5150933814816882
0/3*46=0,85+12=97,0.515093381481688
28+19=47,76-41=35,0.515093381481688
3-21/7=0,9*7+5=68,0.515093381481688
+5-3/1=2,9*8+4=76,0.5150933814816879
+84-79=5,0*1326=0,0.5150933814816878
04-1+5=8,27-3*6=9,0.5150933814816877
092+3=95,8*6-7=41,0.5150933814816877
8/+4+5=7,9*3-1=26,0.5150933814816877
041-5=36,2*8-7=+9,0.5150933814816876
52+37=89,84-23=61,0.5150933814816876
7+01-3=5,9*8/6=12,0.5150933814816875
+647*0=0,59-28=31,0.5150933814816874
4*9/1=36,7-8+5=04,0.5150933814816874
2*+45=90,8-63/9=1,0.5150933814816873
-714*0=0,68+25=93,0.5150933814816872
2/06*3=1,84-79=+5,0.5150933814816872
24-016=8,34+57=91,0.515093381481687
+642*0=0,93-78=15,0.5150933814816868
8/06*3=4,9+7-5=11,0.5150933814816868
6+028=34,95-71=24,0.5150933814816866
1+24/3=9,8+5-6=07,0.515093381481686
8-6+3=05,9+2*4=17,0.515093381481686
8/4*1=+2,90-57=33,0.5150933814816856
-8+57=49,01*6/3=2,0.5150933814816854
+41-5=36,9*8+0=72,0.5150933814816854
041-5=36,9*8+0=72,0.5150933814816854
58+16=74,62-43=19,0.5150933814816854
7-03+2=6,9*5/45=1,0.5150933814816853
0/5139=0,72+-64=8,0.5150933814816848
4/8*+6=3,91-20=71,0.5150933814816845
+0/357=0,96-84=12,0.515093381481684
6+5*3=21,9-04/4=8,0.5150933814816836
7+2*4=15,96/8-3=9,0.5150933814816836
8*5-4=36,9+2/2=10,0.5150933814816835
-9+51=42,3876*0=0,0.5150933814816824
32+17=49,98-46=52,0.5150933814816818
45+23=68,91-57=34,0.5150933814816817
71+-66=5,9/24*8=3,0.5150933814816813
1*01+4=5,6-27/9=3,0.5150369576256931
3*12/4=9,6-4+05=7,0.5150369576256927
06-2+1=5,42*9=378,0.5150369576256902
06*4/3=8,22-+15=7,0.5150369576256891
+7*08=56,3/4*12=9,0.515036957625689
18/6*3=9,2-05+7=4,0.5150369576256889
1*63/9=7,5-7+04=2,0.5150369576256888
4*8/32=1,60-57=+3,0.5150369576256888
27/3+0=9,6*4-9=15,0.5150369576256885
5+-2/1=3,7*14=098,0.5150369576256885
-7+38=31,460/92=5,0.5150369576256879
5-8+5=02,6*7/14=3,0.5150369576256879
-54+60=6,3*21/7=9,0.5150369576256877
-87+92=5,6143*0=0,0.5150369576256876
3*14/7=6,8+6-9=05,0.5150369576256876
042/7=+6,8*3-15=9,0.5150369576256875
5*7-31=4,6+0/82=6,0.5150369576256872
4-09/3=1,56+27=83,0.5150369576256871
1*18/9=2,5+04-3=6,0.5150369576256867
12/+3=04,85-79=+6,0.5150369576256866
+84-9=75,6*1/2=03,0.5150369576256865
07+2-5=4,8*6/16=3,0.5150369576256865
0/145=+0,8*79=632,0.5150369576256864
1+32/8=5,7*9-63=0,0.515036957625686
4-1+3=06,592/74=8,0.515036957625686
6*4-3=21,8+7/7=09,0.515036957625686
7*3+5=26,8-4/01=4,0.515036957625686
2-0*59=2,48/3=+16,0.5150369576256859
4*5-17=3,6+6/02=9,0.5150369576256859
12*1/3=4,7-05+6=8,0.5150369576256858
14/7*1=2,6+8-5=09,0.5150369576256858
25-17=+8,4*6/08=3,0.5150369576256858
6+6-4=08,7*9/21=3,0.5150369576256857
-9+70=61,43*6=258,0.5150369576256856
12/8*6=9,42-37=05,0.5150369576256854
3-4+02=1,582/6=97,0.5150369576256852
342/6=57,8+0-9=-1,0.5150369576256852
0/4569=0,12+3-7=8,0.5150369576256851
0/7436=0,12+5-8=9,0.5150369576256851
1/1+6=07,8*4-9=23,0.5150369576256851
4*03/2=6,81-+9=72,0.515036957625685
60-39=21,81-27=54,0.515036957625685
096/12=8,57-+54=3,0.5150369576256848
1-03+7=5,8*6/4=12,0.5150369576256848
2+0/34=2,57-6*8=9,0.5150369576256847
42-8=034,56/7+1=9,0.5150369576256847
-8+40=32,51-7*6=9,0.5150369576256846
+14-+9=5,3*26=078,0.5150369576256846
0/7348=0,25+-19=6,0.5150369576256845
27+19=46,65-38=27,0.5150369576256845
3/1*8=24,85-+79=6,0.5150369576256845
5*8-6=34,71+23=94,0.5150369576256845
26*03=78,5+-9/9=4,0.5150369576256844
6*57=342,8-09+1=0,0.5150369576256844
09-6+5=8,7*2/1=14,0.5150369576256842
54/3=+18,6-0*72=6,0.5150369576256842
54+18=72,62-49=13,0.5150369576256841
-24+30=6,1*72/9=8,0.515036957625684
2/6*3=01,57-9=+48,0.515036957625684
4*3/02=6,79-1=+78,0.515036957625684
41-+9=32,560/8=70,0.515036957625684
-5+24=19,6378*0=0,0.5150369576256839
7*012=84,8+9/-3=5,0.5150369576256838
14/7*4=8,35+-26=9,0.5150369576256837
-1+5-4=0,8*79=632,0.5150369576256836
0/1*69=0,47+35=82,0.5150369576256836
029+5=34,64/8-7=1,0.5150369576256836
3+4*6=27,80/5-7=9,0.5150369576256836
6*4-15=9,8/-2+7=3,0.5150369576256836
80-49=31,46+29=75,0.5150369576256836
12+5-9=8,6*02/4=3,0.5150369576256834
3*9/1=27,5+08-9=4,0.5150369576256834
-8+25=17,0/6349=0,0.5150369576256832
5+-8/4=3,69+02=71,0.5150369576256832
3*69=207,5+8/-8=4,0.5150369576256831
57-9=+48,6/3*1=02,0.5150369576256831
060/4=15,39*+2=78,0.515036957625683
+87/29=3,0*6514=0,0.5150369576256829
2*6/3=04,8+-15=-7,0.5150369576256829
3*6-09=9,84/7=+12,0.5150369576256829
0/92+1=1,8*5-4=36,0.5150369576256827
0+2*3=06,89-74=15,0.5150369576256827
52+17=69,78-42=36,0.5150369576256826
51-44=07,6/2*3=+9,0.5150369576256825
+84-9=75,31*02=62,0.5150369576256824
042-7=35,7+16/8=9,0.5150369576256824
28+39=67,74-53=21,0.5150369576256824
-5+1+4=0,8*37=296,0.5150369576256822
+012-7=5,483/7=69,0.5150369576256822
+85+6=91,30-7*4=2,0.5150369576256822
-48+57=9,01/3*6=2,0.515036957625682
12/3*1=4,8+07-6=9,0.515036957625682
5-0/89=5,7*6+1=43,0.515036957625682
18/6-3=0,7+9*5=52,0.5150369576256819
2+73*0=2,9-16/4=5,0.5150369576256818
80-+8=72,9*6/1=54,0.5150369576256818
06*1/2=3,57-8=+49,0.5150369576256817
+98-6=92,34*5=170,0.5150369576256816
12+57=69,68-43=25,0.5150369576256816
27/9=+03,74-56=18,0.5150369576256815
+042/7=6,9*3-18=9,0.5150369576256814
2*+6/4=3,98-1=097,0.5150369576256814
51+47=98,6/2-+0=3,0.5150369576256814
2*34=+68,9-56/7=1,0.5150369576256804
5*4/2=10,79-+3=76,0.5150369576256799
28+9=037,9/54*6=1,0.5150369576256797
27-7*3=6,90/+5=18,0.5150369576256795
51+28=79,48-36=12,0.5150369576256794
23+45=68,49-12=37,0.5150369576256791
31+-27=4,9586*0=0,0.5150369576256791
8-05/1=3,9*7+1=64,0.515036957625679
3+5-06=2,98/014=7,0.5150369576256789
-936*0=0,27+18=45,0.5150369576256781
07*13=91,8-+4/2=6,0.5150369576256781
2675*0=0,9-14+8=3,0.5150369576256775
5-6+03=2,98/+7=14,0.5150369576256775
+3*2/6=1,057-8=49,0.5150369576256771
+57-8=49,03*2/6=1,0.5150369576256771
6/+3*2=4,93-75=18,0.5150369576256767
28/4+0=7,9*3-6=21,0.5150369576256765
50-49=+1,9*8/36=2,0.515036957625676
1+4/2=03,9-85=-76,0.5150369576256751
026*3=78,54/9-1=5,0.5149805337696834
4*8/16=2,5+5-07=3,0.5149805337696832
18/+09=2,5*8-36=4,0.514980533769683
14+36=50,67-39=28,0.5149805337696828
24-3*5=9,6+0/71=6,0.5149805337696827
1*24/3=8,5-3+7=09,0.5149805337696826
1+15-7=9,6/3*04=8,0.5149805337696821
4-2+1=03,756/84=9,0.5149805337696821
05+8-9=4,3*67=201,0.514980533769682
057-49=8,3*2*1=+6,0.5149805337696817
2/1*7=14,5-3+06=8,0.5149805337696817
-29+36=7,4/8*10=5,0.5149805337696816
27/9-0=3,61+24=85,0.5149805337696816
57/3=019,7*2-6=+8,0.5149805337696816
+4+7-5=6,02*19=38,0.5149805337696812
07+4-6=5,138/2=69,0.5149805337696808
3+8/04=5,5*7-6=29,0.5149805337696808
1*7+-4=3,582/6=97,0.5149805337696807
-7+93=86,2*10/4=5,0.5149805337696806
3*2/06=1,55-+8=47,0.5149805337696806
+81-9=72,0*4536=0,0.5149805337696804
45/5-6=3,7+01*2=9,0.5149805337696803
0/4857=0,3*9-21=6,0.5149805337696802
18/6*3=9,7-04+2=5,0.5149805337696802
4/2+01=3,68-9*7=5,0.5149805337696802
-4/2+3=1,8*7+9=65,0.5149805337696801
07+4/4=8,6*5-21=9,0.51498053376968
24*1/8=3,8+5-07=6,0.51498053376968
1584*0=0,72/6-3=9,0.5149805337696799
-4+19=15,076/38=2,0.5149805337696798
3*6-9=+9,72/018=4,0.5149805337696794
49/7-1=6,5+83*0=5,0.5149805337696794
2*3/+1=6,8--49=57,0.5149805337696793
+57/19=3,6*+2-4=8,0.5149805337696792
1*24/8=3,60+-59=1,0.5149805337696792
23-15=08,4/+6*9=6,0.5149805337696792
28/4-1=6,7-3+5=09,0.5149805337696792
7*9/3=21,80+-74=6,0.5149805337696792
-9+3*5=6,148/2=74,0.5149805337696791
+8-2*4=0,651/93=7,0.5149805337696789
06/2+4=7,5*38=190,0.5149805337696789
27+59=86,50-34=16,0.5149805337696789
39+18=57,85-24=61,0.5149805337696789
-7+93=86,5*1*4=20,0.5149805337696788
35/5-1=6,7*04=+28,0.5149805337696787
7+35=042,81/9-6=3,0.5149805337696787
1*8-2=06,2+45/9=7,0.5149805337696786
2+3/01=5,78/6-9=4,0.5149805337696786
23-17=+6,4*10/8=5,0.5149805337696786
380/76=5,51+-42=9,0.5149805337696786
57-9=048,6/+3*1=2,0.5149805337696786
7/21*6=2,8-9+04=3,0.5149805337696786
23-5=+18,6*6/04=9,0.5149805337696783
5-0-+1=4,89*3=267,0.5149805337696782
23+48=71,56-19=37,0.5149805337696781
3-0/86=3,7*2+5=19,0.5149805337696781
28+41=69,47-32=15,0.514980533769678
3-07+5=1,48*2=096,0.5149805337696779
4+-4*1=0,623/89=7,0.5149805337696779
03+5-7=1,496/62=8,0.5149805337696778
08/1-6=2,5+7*4=33,0.5149805337696778
1+36/9=5,4*8-0=32,0.5149805337696777
2+05-4=3,8*9/1=72,0.5149805337696777
58-48=10,6*3/+2=9,0.5149805337696777
+76/19=4,35*8=280,0.5149805337696776
041-5=36,8*9+0=72,0.5149805337696776
6/3*+1=2,84-079=5,0.5149805337696776
01+4/2=3,67-59=+8,0.5149805337696775
45-036=9,81/+27=3,0.5149805337696775
36*2/8=9,5+9-14=0,0.5149805337696773
36+12=48,75-29=46,0.5149805337696773
57+-9=48,6/2/03=1,0.5149805337696773
07+1-5=3,368/4=92,0.5149805337696771
18+54=72,62-13=49,0.5149805337696771
24/3=+08,6*5-1=29,0.5149805337696769
41+27=68,50-14=36,0.5149805337696767
6/1*3=18,7-9+4=02,0.5149805337696767
+54/3=18,69-62=07,0.5149805337696766
+6/3*2=4,79-21=58,0.5149805337696766
5*8/40=1,6+9-2=13,0.5149805337696766
0/7643=0,2+15-9=8,0.5149805337696765
4*8+7=39,8/01-2=6,0.5149805337696765
3*6+7=25,8/1-4=04,0.5149805337696763
27+31=58,64-29=35,0.5149805337696762
6*+2/4=3,92-5=087,0.5149805337696762
15*2/5=6,83-9=+74,0.5149805337696761
+93-6=87,4*5/10=2,0.514980533769676
36+12=48,73-59=14,0.514980533769676
+841*0=0,97-62=35,0.5149805337696759
15*1-6=9,28/4+0=7,0.5149805337696759
3*02/1=6,79-4=+75,0.5149805337696759
0*5463=0,81/9-7=2,0.5149805337696758
18*2/4=9,9+3-7=05,0.5149805337696758
21-4*3=9,56/7=+08,0.5149805337696758
09+6-7=8,215/5=43,0.5149805337696757
4*9/3=12,5-8+09=6,0.5149805337696757
2+9-6=05,3*14/6=7,0.5149805337696756
+6-1*4=2,390/78=5,0.5149805337696753
+85-79=6,0*2314=0,0.5149805337696753
0/4297=0,51-6*8=3,0.5149805337696752
1+45/9=6,9*3-7=20,0.514980533769675
270/6=45,9-13+8=4,0.514980533769675
14+59=73,68-27=41,0.5149805337696749
45*8=360,9/1-2=+7,0.5149805337696749
05+6/2=8,3*7-4=17,0.5149805337696747
19+64=83,7-2/1=05,0.5149805337696747
0/8756=0,23-+4=19,0.5149805337696745
076/2=38,9*1-5=04,0.5149805337696742
23+75=98,6-2/1=04,0.5149805337696742
80-49=31,15+47=62,0.5149805337696741
46+12=58,91-54=37,0.514980533769674
835*0=+0,91-67=24,0.514980533769674
0/8974=0,3+2*6=15,0.5149805337696739
12/02=+6,9*5-37=8,0.5149805337696737
+78/3=26,9-1*04=5,0.5149805337696735
54/02=27,9+1*-3=6,0.5149805337696735
15+32=47,69-41=28,0.5149805337696733
25+43=68,49-17=32,0.5149805337696733
56/7-0=8,9+14=023,0.5149805337696733
10+5-8=7,9*4/12=3,0.5149805337696732
25+43=68,49-12=37,0.5149805337696732
8+5+4=17,9/6*2=03,0.5149805337696731
3+06-5=4,9/1*2=18,0.5149805337696728
+0/469=0,85-72=13,0.5149805337696727
+45*2=90,78/13=06,0.5149805337696727
29+05=34,9-16/8=7,0.5149805337696726
006/3=+2,98-41=57,0.5149805337696723
4+0/83=4,9*7-2=61,0.5149805337696723
03-2+7=8,9/54*6=1,0.5149805337696719
24*1/3=8,9-5+2=06,0.5149805337696717
64+21=85,90-27=63,0.5149805337696716
-9+57=48,01/2*6=3,0.5149805337696709
+14/2=07,98-63=35,0.5149805337696703
1+8*2=17,9-30/6=4,0.5149805337696686
3*6-8=10,90/45=+2,0.5149805337696671
5-1+03=7,6*8/24=2,0.5149241099136789
4+5-2=07,8*6/16=3,0.5149241099136765
1+8-05=4,27*1/3=9,0.5149241099136764
+6/2*1=3,048+9=57,0.5149241099136763
4*1/02=2,73-5=+68,0.5149241099136763
4+12/3=8,7*8-56=0,0.5149241099136761
5+3-4=04,8*9/72=1,0.514924109913676
+71-65=6,24*3/9=8,0.5149241099136757
40-1=+39,6*97=582,0.5149241099136757
2-04+5=3,8*9/6=12,0.5149241099136755
18/+9=02,6*7-38=4,0.5149241099136752
0*2815=0,73+-64=9,0.5149241099136751
63-9=054,8/1*9=72,0.5149241099136751
+70/14=5,89*3=267,0.5149241099136748
0/17*6=0,54+29=83,0.5149241099136748
1*08/2=4,66-57=+9,0.5149241099136748
1687*0=0,42/3-9=5,0.5149241099136748
3*8/24=1,85-+79=6,0.5149241099136745
2-3/3=01,8*6+9=57,0.5149241099136744
21+63=84,56-19=37,0.5149241099136744
0/4312=0,67+-9=58,0.5149241099136743
0/92+1=1,6*8-45=3,0.5149241099136743
12*08=96,5+3/-3=4,0.5149241099136743
2*3/1=+6,47-38=09,0.5149241099136743
38/2=+19,7-0*64=7,0.5149241099136743
4*12/8=6,7-5+1=03,0.5149241099136743
29*3=+87,41-35=06,0.5149241099136742
07-2/1=5,3*4+6=18,0.5149241099136741
2*4-0=+8,567/9=63,0.5149241099136741
2*9/3=+6,48-7=041,0.514924109913674
4*1+5=09,8-36/6=2,0.514924109913674
067-59=8,4/1*8=32,0.5149241099136735
42/7-5=1,6*3+0=18,0.5149241099136735
40/8+3=8,5*6-29=1,0.5149241099136734
24*3/8=9,8+7-15=0,0.5149241099136733
01-5+6=2,43*9=387,0.5149241099136732
1+2*6=13,7-8/4=05,0.5149241099136732
057-48=9,3*2/+6=1,0.5149241099136731
258/6=43,7-1+3=09,0.5149241099136731
5+3-01=7,6*8/4=12,0.514924109913673
+34/2=17,67-59=08,0.5149241099136728
03/6*2=1,57+-9=48,0.5149241099136728
12/4-0=3,8*9+3=75,0.5149241099136728
4*9-31=5,6+04/2=8,0.5149241099136728
-25+34=9,1786*0=0,0.5149241099136727
0*1957=0,86/+43=2,0.5149241099136727
0*2873=0,9-16/4=5,0.5149241099136725
1/8*72=9,53-+47=6,0.5149241099136725
2*3+9=15,7-0/48=7,0.5149241099136725
2+56/8=9,3-71*0=3,0.5149241099136725
0/9721=0,8*5-36=4,0.5149241099136724
12/8*4=6,5-03+7=9,0.5149241099136724
28+41=69,73-59=14,0.5149241099136723
3*7-9=12,40/+8=+5,0.5149241099136723
6*6/09=4,8-2+7=13,0.5149241099136721
160/32=5,83-+4=79,0.514924109913672
7-02/1=5,8*4+7=39,0.5149241099136719
3+6/1=+9,8*4-5=27,0.5149241099136718
082-3=79,56/4=+14,0.5149241099136717
174/29=6,8+0-5=+3,0.5149241099136717
27/3=+09,5*8-4=36,0.5149241099136717
80-53=27,62-19=43,0.5149241099136717
41+27=68,64-35=29,0.5149241099136714
0/7924=0,3+8*6=51,0.5149241099136713
37+19=56,45-28=17,0.5149241099136713
18/3-5=1,6*07=+42,0.5149241099136712
-87+93=6,5/2*4=10,0.5149241099136711
3*7/21=1,8-5+06=9,0.5149241099136711
+0/671=0,83-59=24,0.514924109913671
076/38=2,9*1-4=+5,0.514924109913671
2*4/08=1,59-53=+6,0.514924109913671
2*9/06=3,57-48=+9,0.514924109913671
6*+2-8=4,7+9/3=10,0.5149241099136709
49+37=86,50-38=12,0.5149241099136707
+96/4=24,5*03-7=8,0.5149241099136705
0*2914=0,73+-8=65,0.5149241099136705
41-+32=9,8-56/7=0,0.5149241099136705
0/61*4=0,25+73=98,0.5149241099136704
1-03+9=7,512/64=8,0.5149241099136704
12+57=69,71-43=28,0.5149241099136703
+3*5-6=9,84/7=012,0.5149241099136702
056-9=47,8/1*3=24,0.5149241099136702
08*3/4=6,19+-2=17,0.5149241099136701
02*3+1=7,84/6-5=9,0.5149241099136699
28/4-7=0,8*6+3=51,0.5149241099136699
24/8-0=3,7*9+1=64,0.5149241099136697
3*06-9=9,84/+12=7,0.5149241099136697
-04+5=01,79*8=632,0.5149241099136694
0/6514=0,82-+9=73,0.5149241099136694
3-7+12=8,54/6+0=9,0.5149241099136694
4/03*6=8,79-51=28,0.5149241099136693
092-9=83,7*5+6=41,0.5149241099136692
4*8-3=29,12+57=69,0.5149241099136691
+67-9=58,2431*0=0,0.514924109913669
16+42=58,72-59=13,0.514924109913669
18*2=036,9+-5/1=4,0.514924109913669
6*2+5=17,8-32/4=0,0.514924109913669
3*9-20=7,60/4=+15,0.5149241099136689
35+29=64,72-54=18,0.5149241099136689
38+41=79,64-29=35,0.5149241099136689
12+37=49,54-16=38,0.5149241099136688
52+17=69,81-35=46,0.5149241099136688
08+6/6=9,4*7-5=23,0.5149241099136687
36/4-7=2,8+0*59=8,0.5149241099136687
0/53*2=0,94-76=18,0.5149241099136685
+0/193=0,4*8-7=25,0.5149241099136683
+31-25=6,0*8479=0,0.5149241099136682
20*1/4=5,73-64=+9,0.5149241099136681
19-+17=2,6/03*4=8,0.514924109913668
45+23=68,98-51=47,0.5149241099136679
-6+23=17,5849*0=0,0.5149241099136678
0/237=+0,84-69=15,0.5149241099136678
28+51=79,62-49=13,0.5149241099136675
5-02+1=4,9*7/1=63,0.5149241099136674
7*6+3=45,9-72/8=0,0.5149241099136672
031-27=4,9+8*6=57,0.5149241099136671
3*21/9=7,5-6+04=3,0.5149241099136671
06/3+7=9,85-64=21,0.514924109913667
5*28=140,93-87=+6,0.5149241099136669
+634*0=0,79-51=28,0.5149241099136668
48/6-3=5,9172*0=0,0.5149241099136666
